127,0.21,2.029,3.11,8.32,8.53,1.138,2.438,6.74,5.77,1.484,5.57,0.63,0.435,12.42,6.03,2.734,2.415,3.46,3.98,4.1,1.445,1.739,0.444,3.88,7.09,10.01,7.97,0.4921,3.58,5.39,1.313,0.21
128,16,8,18,17,5.5,18.25,10.25,5.25,16.2,6,12.25,9,19.25,11,15.25,5,12.25,5,27.7,9,11,9.75,2,8.25,11.75,16,9.75,11.5,20.55,15.7,8,12.25
129,23.11,13.72,16.7,11.73,13.6,12.78,18.08,13.12,9.31,19.02,17.12,22.09,21.66,14.98,14.3,8.51,15.32,9.8,10.43,12.87,9.39,11.36,14.58,27.7,17.72,7.9,18.2,11.47,20.57,14.91,15.36,16.74
130,15.44,15.39,23.73,13.32,12.13,18.8,16.06,12.15,8.87,20.86,8.35,12.15,8.37,8.3,19.17,7.22,17.06,19.91,19.53,26.13,13.72,15.13,5.85,25.5,17.6,10.61,14.91,9.89,15.59,12.63,13.92,14.85
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864
132,1,2.35,2.53,6.42,9.53,1,4.12,7.47,11.23,1.471,2.592,0,0,14.76,4,3.47,2.82,1.59,7.24,7.35,0.412,3,0.588,5.7,10.36,4.82,7.59,0,1,9.59,0,1
133,0,0,0,0.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897,0,0,0,0,0,0,0,0,0,0,0.897,0
134,0,0,0,0,0,0,0,0,0,0,0,0.114,0.614,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,7.78,6.33,9.53,5.27,6.68,2.882,4.99,5.853,2.891,5.26,7.04,6.13,6.78,4.61,0.485,5.46,8.65,6.329,1.016,15.4,1.6858,4.47,5.17,5.59,3.35,13.02,2.92,6.37,8.06,6.98,14.79,2.753
136,4.5,2,5,4,2,5.25,3,8,2.5,4.25,3.75,7,8,4,6.75,1.5,5,3,3,2.5,6,0.5,1,3.75,2,7,2,1,4,4.5,4.5,3
137,17.87,11.93,22.7,13.79,10.35,10.67,15.29,9.32,9.63,12.39,13.82,20.32,13.36,16.33,8.85,7.29,14.16,19.93,19.51,13.13,18.42,12.96,11.1,14.1,19.68,10.04,14.06,14.89,11.68,19.53,13.61,8.77
138,0,0,0,0,0,0,0,0,0,0,0.0793999999999999,0,0,0,0,1,0,0,0.778,0,0,0,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0.819,0,0.0723,0,1.674,0,0,0,0,0,0,0,0.843,0,0,0.843,0,0,0,1.686,0,0,0,0.843,0,0,0.53,0,1.759
140,8.8,12.87,4.8,8.07,13.13,8.67,4.66,19.87,6.8,8.53,7.07,8.13,8.07,5.94,0.267,10.8,9.6,3,1,10.2,2.2,8.47,5.33,3.6,5.27,16.26,3.13,3.73,6.53,4.2,11.13,9.93
141,0,0,0,0,0,0,0,0,0,0,0.433,0,0,0,0,0,0,0,0,0,0,0,0.683,0,0,1,0,0,0,0,0,0
142,10.86,8.67,14.14,6.2,7.6,5,14.74,6.997,2.27,3.467,14.54,6.73,7,3.2,4.47,4.73,6.07,8.2,3.8,10.74,2.137,6.14,3.87,6.53,2.203,16.4,7.47,6,6.53,8,14.47,3.337
143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0.838,0,0,0,0,0,0,0,0,0,0,0,0.824,0
145,0,0,0.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0
146,0.0519000000000001,5.01,0.519,0,0,0.519,1.038,0,0,0.304,0.763,0.519,0.83,0.519,0,0,1.04,0,0.519,1.038,0.0741000000000001,5.58,0.519,1.312,0.519,0,0,1.639,0.837,0,1.038,0.756
147,1,0,16.69,3,1,0,5.38,3.62,1,11.31,4.538,3,0,3.31,3.31,4.92,3,10.77,1,1,2,7,1,6,12.31,3.23,5.69,0,1.38,1,0.846,0.77
148,9.34,4.5,0.822,0.587,4.69,12.72,7.11,5.54,9.51,0.409,3.26,6.99,5.49,4.69,6.75,9.97,7.61,6.6,6.93,6.11,3.75,0.646,2.7,2.84,0,4.7,0.04,12.77,1.597,0.4,11.84,0
149,2.44,4.33,2.204,0.785,0.748,0,2.494,2.263,0.452,0,1,2.611,1.267,3.45,4,0,0.519,0,1.459,0.519,0.911,0,0,1.87,0.496,1.282,0.467,1.311,0,1.289,0.452,1.03
150,4.2,4.04,4.76,7.53,4.89,2.171,1.325,0,2.679,2.533,8.65,8.06,0,3.21,0.026,1.848,0,0,0.273,4.11,1.933,0.519,0.442,2.177,0.87,15.27,0.532,0.883,2.3,0,2.69,2.482
151,6.5,4,2,3.5,8,5,2.75,3.75,4,6.75,5,4.25,4.25,1,1,5.25,0,2.25,2,3,3,3,5,3,3.5,18.25,4,0,6.75,2,5.5,2
152,4.19,8,2.208,5.84,6.24,0.0263,3.891,2.63,1.658,3.73,5.32,6.13,4.69,3,1,3.656,0,3.19,0,3.661,1.447,2.922,4.26,1.658,3.583,10.52,3.814,1.5,5.82,0.947,8.74,1.632
153,11.5,6.72,2.7,1.976,11.67,7.22,10.48,10.91,4.419,11.17,8.92,11.39,6.14,3.69,1.444,4.86,7.61,2.58,3.36,13.84,8.89,8.36,7.53,5.42,8.39,19.78,8,3.06,6.87,7.64,9.75,1.81
154,19.1,7.25,15.03,18.13,10.48,20.01,9.19,11.95,16.38,4.55,12.34,10.28,13.93,12.98,13,7.47,13.02,9.09,22.6,10.11,6.04,7.15,3.1,16.33,19.16,12.45,7.48,12.44,14.29,25.55,16.55,12.54
155,1.885,6.21,0.14,2.33,1.162,0,2.327,0.907,0,2.051,2.6,2.84,0,0.628,1.046,0.884,0,0.395,0.884,0.116,0.581,0,0.605,0.233,0,1.395,1.326,0.419,1.674,0.93,1.6,0
156,8.75,6.38,7.18,7.5,7.5,3.097,7.5,6.15,3.3,7.08,13.12,4.8,7.02,5.12,5.44,4.27,11.91,4.95,3.58,11.93,5.92,3.91,3.17,7.62,4.59,15.52,9.7,11.23,5.78,3.883,7.85,2.17
